1.567279e-01, -7.046939e-02, 0.000000e+00
1.567279e-01, -7.046939e-02, 0.000000e+00
1.567279e-01, -7.046939e-02, 0.000000e+00
1.567279e-01, -7.046939e-02, 0.000000e+00
1.567279e-01, -7.046939e-02, 0.000000e+00
1.567279e-01, -7.046939e-02, 0.000000e+00
1.567279e-01, -7.046939e-02, 0.000000e+00
1.567279e-01, -7.046939e-02, 0.000000e+00
1.567279e-01, -7.046939e-02, 0.000000e+00
1.567279e-01, -7.046939e-02, 0.000000e+00
1.567279e-01, -7.046939e-02, 0.000000e+00
1.567279e-01, -7.046939e-02, 0.000000e+00
1.567279e-01, -7.046939e-02, 0.000000e+00
1.567279e-01, -7.046939e-02, 0.000000e+00
1.567279e-01, -7.046939e-02, 0.000000e+00
1.567279e-01, -7.046939e-02, 0.000000e+00
1.567279e-01, -7.046939e-02, 0.000000e+00
1.567279e-01, -7.046939e-02, 0.000000e+00
1.567279e-01, -7.046939e-02, 0.000000e+00
1.567279e-01, -7.046939e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.405196e-01, -5.093720e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
1.219536e-01, -3.246079e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
9.837784e-02, -5.568827e-02, 0.000000e+00
1.151756e-01, -7.680416e-02, 0.000000e+00
1.151756e-01, -7.680416e-02, 0.000000e+00
1.151756e-01, -7.680416e-02, 0.000000e+00
1.151756e-01, -7.680416e-02, 0.000000e+00
1.151756e-01, -7.680416e-02, 0.000000e+00
1.151756e-01, -7.680416e-02, 0.000000e+00
1.151756e-01, -7.680416e-02, 0.000000e+00
1.151756e-01, -7.680416e-02, 0.000000e+00
