3.253106e-01, 3.555254e-01, 3.973430e-01, 2.841615e-01, 4.086957e-01, 8.530021e-01, 4.815821e-01, 3.656633e-01, 6.243961e-01, 6.300322e-01, 2.774936e-01, 1.357488e-01, 2.224638e-01, 3.614130e-01, 3.021739e-01, 1.250000e-01
3.226213e-01, 3.482287e-01, 4.262760e-01, 2.854267e-01, 4.048090e-01, 8.539576e-01, 4.804905e-01, 3.716965e-01, 6.179183e-01, 6.338164e-01, 2.809037e-01, 1.286232e-01, 2.468944e-01, 3.677536e-01, 3.166667e-01, 9.855072e-02
3.233696e-01, 3.461211e-01, 4.392419e-01, 2.805958e-01, 4.054952e-01, 8.530021e-01, 4.865424e-01, 3.638716e-01, 6.191626e-01, 6.275992e-01, 2.886473e-01, 1.353928e-01, 2.294686e-01, 3.586957e-01, 3.066123e-01, 1.023551e-01
3.248267e-01, 3.427536e-01, 4.321739e-01, 2.766411e-01, 4.052174e-01, 8.530021e-01, 4.821628e-01, 3.615137e-01, 6.143317e-01, 6.301197e-01, 2.855072e-01, 1.315496e-01, 2.304905e-01, 3.659420e-01, 3.173913e-01, 1.111111e-01
3.253623e-01, 3.474967e-01, 4.395380e-01, 2.831263e-01, 4.164760e-01, 8.524845e-01, 4.864734e-01, 3.616601e-01, 6.166667e-01, 6.289092e-01, 2.887681e-01, 1.274155e-01, 2.407773e-01, 3.623188e-01, 3.048654e-01, 1.123188e-01
3.103154e-01, 3.483629e-01, 4.354127e-01, 2.840022e-01, 4.184783e-01, 8.526570e-01, 4.822134e-01, 3.704177e-01, 6.179183e-01, 6.301054e-01, 2.884964e-01, 1.383399e-01, 2.214171e-01, 3.706004e-01, 3.001208e-01, 1.038647e-01
3.166667e-01, 3.576605e-01, 4.630435e-01, 2.822936e-01, 4.087615e-01, 8.532609e-01, 4.844203e-01, 3.669302e-01, 6.181717e-01, 6.290545e-01, 2.884748e-01, 1.337286e-01, 2.301790e-01, 3.594203e-01, 2.981366e-01, 1.101449e-01
3.278986e-01, 3.432148e-01, 4.166667e-01, 2.734114e-01, 4.061785e-01, 8.503836e-01, 4.855072e-01, 3.653699e-01, 6.185300e-01, 6.295652e-01, 2.784679e-01, 1.413043e-01, 2.296196e-01, 3.550725e-01, 3.084886e-01, 1.101449e-01
3.128019e-01, 3.416149e-01, 4.464286e-01, 2.801932e-01, 4.130435e-01, 8.526570e-01, 4.876385e-01, 3.583333e-01, 6.231884e-01, 6.271410e-01, 2.889493e-01, 1.294686e-01, 2.502415e-01, 3.686594e-01, 3.137681e-01, 1.014493e-01
3.218599e-01, 3.488256e-01, 4.333891e-01, 2.786232e-01, 4.165091e-01, 8.516908e-01, 4.840580e-01, 3.695652e-01, 6.170569e-01, 6.308374e-01, 2.849379e-01, 1.330228e-01, 2.329989e-01, 3.550725e-01, 3.347826e-01, 1.159420e-01
